@RELATION svm_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {bumps,door,steps,speech,spcDoor,background,scream}

@DATA
0.009797,0.110156,2.436937,0.099408,0.160463,0.209772,0.011931,0.029064,-25.285414,0.942854,0.198631,0.671058,0.009283,0.119800,0.067309,0.263990,0.016661,0.017227,0.158267,0.053021,0.044584,0.002907,0.000329,0.028294,0.001590,0.001474,0.001330,0.005426,0.019487,0.003366,0.000755,0.093882,0.003128,0.026419,0.006677,0.090873,0.541244,0.033947,0.046170,0.221907,0.009971,0.034482,1.988355,0.772408,0.204751,0.244983,0.081476,0.092788,0.051181,0.122228,0.038258,0.115777,0.110889,0.059660,0.021022,0.002367,0.000260,0.010175,0.001268,0.001226,0.001160,0.004396,0.007636,0.002939,0.000644,0.028081,0.002885,0.007067,door
0.010339,0.027073,2.650926,0.116786,0.200519,0.182090,0.008018,0.030055,-29.103206,1.170048,0.214669,0.756879,0.023776,0.121881,0.061965,0.046135,-0.174338,-0.018301,0.040012,-0.054775,-0.093269,0.002142,0.000242,0.035442,0.001036,0.001016,0.000674,0.003999,0.015503,0.002757,0.000838,0.088060,0.001513,0.025285,0.004787,0.023174,0.331788,0.012424,0.022721,0.161731,0.002014,0.026613,2.223705,0.390282,0.121063,0.102803,0.139786,0.129500,0.067333,0.037753,0.084228,0.053920,0.067586,0.067828,0.059523,0.001279,0.000149,0.009831,0.000599,0.000876,0.000318,0.001729,0.005799,0.002587,0.000291,0.013666,0.000881,0.003385,door
0.011121,0.011682,2.560487,0.115202,0.184604,0.197600,0.006132,0.032747,-29.038197,1.281738,0.609393,0.739798,0.007078,0.306265,-0.025891,0.051472,-0.117695,-0.043321,-0.032627,0.047125,-0.044846,0.004698,0.001059,0.031502,0.002323,0.002294,0.001548,0.008304,0.023947,0.007908,0.004126,0.074633,0.004914,0.022956,0.005363,0.009913,0.350903,0.020677,0.038754,0.128283,0.002469,0.026849,2.593387,0.492564,0.256736,0.218723,0.116765,0.053175,0.120704,0.069024,0.099027,0.091305,0.034176,0.060776,0.090474,0.003007,0.000780,0.011127,0.001645,0.001523,0.000880,0.006911,0.012187,0.007931,0.003580,0.018487,0.004167,0.003527,door
0.005376,0.005577,2.739097,0.091737,0.162993,0.077869,0.004624,0.006475,-27.419397,1.567066,0.545587,0.707391,0.354699,0.268546,0.020701,0.280021,-0.033619,-0.065395,0.033637,-0.115896,-0.056815,0.025877,0.008465,0.023987,0.005549,0.004432,0.004354,0.005751,0.076397,0.013421,0.014760,0.028180,0.009268,0.024402,0.002868,0.003737,0.200966,0.011968,0.026815,0.032634,0.002402,0.002924,0.868585,0.487079,0.139422,0.141839,0.114315,0.071481,0.057633,0.088874,0.078406,0.114445,0.084399,0.082136,0.123762,0.011366,0.003622,0.007014,0.001428,0.001325,0.001680,0.002671,0.023705,0.003865,0.005049,0.011991,0.002778,0.004345,door
0.011061,0.041456,2.274158,0.089062,0.128931,0.131761,0.004368,0.008412,-24.874668,1.150221,0.546799,0.204971,0.037676,0.257984,0.441860,0.261579,0.128007,0.166300,0.139438,0.060648,0.278335,0.012297,0.008254,0.027540,0.004306,0.006398,0.010359,0.010334,0.037650,0.007292,0.000821,0.076166,0.005470,0.022435,0.005023,0.031381,0.512958,0.013529,0.023935,0.098400,0.002649,0.012654,1.569300,0.496158,0.147363,0.063462,0.054605,0.069428,0.173941,0.123102,0.119176,0.084012,0.077705,0.073489,0.138776,0.009657,0.005426,0.012309,0.003396,0.003116,0.006661,0.005994,0.007977,0.007407,0.000610,0.022876,0.003344,0.004732,door
0.005641,0.004539,2.589243,0.089538,0.181960,0.066675,0.015654,0.007124,-29.153221,2.401053,0.517432,0.482427,0.185078,0.249913,0.274389,0.293784,0.089664,0.087141,0.081505,-0.035690,0.030431,0.008221,0.006217,0.035427,0.003509,0.003477,0.002816,0.005439,0.098618,0.006725,0.001788,0.019747,0.005684,0.029175,0.003223,0.002330,0.248709,0.016267,0.021480,0.067930,0.004232,0.009023,1.561904,0.412462,0.162054,0.101906,0.107834,0.064471,0.093575,0.062669,0.079063,0.036541,0.063914,0.036146,0.040951,0.006480,0.005025,0.009592,0.001769,0.002077,0.001016,0.002303,0.022699,0.003020,0.000976,0.010442,0.002041,0.004571,door
0.012819,0.016049,2.474565,0.097513,0.138202,0.274056,0.005780,0.041060,-25.955122,1.315187,0.653779,0.159126,0.035288,0.500712,0.490973,0.110056,0.178207,0.049418,0.092068,0.184538,0.226350,0.020967,0.014146,0.033963,0.006046,0.007781,0.014411,0.006945,0.033781,0.003810,0.002057,0.061208,0.011334,0.020617,0.006080,0.011859,0.206223,0.017404,0.016309,0.252519,0.004587,0.046877,1.265822,0.377992,0.148912,0.086654,0.140437,0.061793,0.105169,0.055582,0.105342,0.055331,0.068597,0.035506,0.123425,0.013147,0.010852,0.010425,0.002410,0.004587,0.006303,0.004446,0.016074,0.002090,0.001395,0.019136,0.004408,0.004144,door
0.005216,0.004739,2.442578,0.096578,0.182642,0.109493,0.018513,0.009706,-29.881645,2.297529,0.489974,0.294331,0.070352,0.275951,0.362780,0.218893,0.075088,0.080868,0.085803,0.155877,0.165933,0.033393,0.017344,0.021643,0.003122,0.003871,0.002299,0.005899,0.085509,0.005859,0.002248,0.026194,0.013942,0.030893,0.003051,0.004494,0.275292,0.017588,0.031108,0.077453,0.007823,0.009681,2.106600,0.368771,0.321907,0.180454,0.181505,0.117878,0.143020,0.052920,0.105170,0.126946,0.083114,0.053333,0.065208,0.032151,0.019842,0.010683,0.001679,0.002966,0.001991,0.002693,0.022648,0.002739,0.001806,0.012296,0.010907,0.007348,door
0.014175,0.003430,2.465945,0.110995,0.173727,0.270053,0.002972,0.056640,-28.258511,1.779998,0.000067,0.102151,-0.072981,0.291732,0.560845,0.247314,-0.092939,0.154094,0.231126,0.076335,0.251556,0.018751,0.015372,0.026028,0.005298,0.005831,0.008151,0.006448,0.035873,0.007399,0.002085,0.064391,0.008176,0.021230,0.005722,0.002479,0.375554,0.021728,0.030957,0.229486,0.002080,0.053813,2.738780,0.748170,0.277544,0.143948,0.141244,0.103045,0.286722,0.097923,0.129966,0.102216,0.144102,0.150088,0.099574,0.011584,0.014438,0.009232,0.004286,0.003736,0.005331,0.005008,0.012581,0.007349,0.001329,0.021335,0.004706,0.005743,door
0.014192,0.021618,2.576870,0.114813,0.162119,0.303290,0.014780,0.051917,-28.165036,0.910835,0.657694,0.310153,0.185132,0.544675,0.004372,0.103750,0.200425,0.002636,-0.065046,0.176581,-0.002365,0.005621,0.000399,0.044800,0.004572,0.003602,0.003126,0.005879,0.036073,0.004219,0.000712,0.052420,0.016809,0.021037,0.006104,0.014369,0.297832,0.020068,0.017345,0.108584,0.004016,0.017728,1.184106,0.376858,0.337278,0.249887,0.101463,0.077319,0.094904,0.072107,0.088275,0.033418,0.040473,0.044968,0.027411,0.002003,0.000143,0.012833,0.003095,0.002817,0.002187,0.002253,0.010771,0.001256,0.000275,0.008559,0.003316,0.002064,door
0.019752,0.040576,2.002915,0.112424,0.150301,0.156577,0.000683,0.003500,-22.479317,0.655320,-0.120780,0.847804,0.424141,0.179570,0.074560,-0.159863,0.217869,0.158544,0.094288,0.031000,0.130084,0.048869,0.000967,0.010425,0.028585,0.005922,0.013414,0.294840,0.001378,0.058946,0.001760,0.027146,0.077393,0.079846,0.003917,0.013017,0.057612,0.010555,0.029870,0.001626,0.000683,0.001000,0.061648,0.304349,0.164356,0.004201,0.025984,0.045384,0.010103,0.003488,0.033367,0.051797,0.019351,0.033154,0.032542,0.027370,0.000389,0.005918,0.013271,0.003096,0.002997,0.006480,0.001141,0.020853,0.000251,0.010010,0.056935,0.002735,door
0.014437,0.011631,2.641869,0.086768,0.142056,0.100111,0.001886,0.006144,-26.216416,1.398886,0.173278,0.839016,0.660888,0.023846,0.012855,0.048633,-0.009257,0.044119,0.067736,0.018701,-0.161476,0.009431,0.000968,0.024346,0.003529,0.006550,0.000958,0.011739,0.041747,0.007179,0.006942,0.052189,0.221707,0.061873,0.004802,0.007384,0.390312,0.017668,0.023433,0.056882,0.000753,0.006902,0.985966,0.333548,0.119717,0.099249,0.140602,0.133809,0.046371,0.065673,0.033769,0.055661,0.058755,0.044810,0.037000,0.008062,0.000330,0.006767,0.003559,0.003101,0.000478,0.007449,0.013420,0.005134,0.003351,0.023468,0.067035,0.015577,door
0.015351,0.012342,2.698570,0.092211,0.153502,0.106868,0.002121,0.006979,-25.699681,1.089601,0.363784,0.785517,0.107232,0.137815,0.247497,0.259002,-0.164408,0.169396,-0.056060,-0.052076,-0.017951,0.009391,0.000400,0.031796,0.003657,0.003272,0.002145,0.007431,0.035552,0.006974,0.003996,0.058652,0.164531,0.046764,0.005654,0.007460,0.274251,0.010603,0.015137,0.055373,0.001088,0.007431,1.047555,0.264425,0.084364,0.050646,0.105074,0.115523,0.039483,0.129494,0.036213,0.048775,0.041273,0.038910,0.049336,0.005159,0.000251,0.011901,0.003219,0.001119,0.001273,0.005047,0.017232,0.004623,0.002818,0.019115,0.043155,0.009704,door
0.019582,0.015930,2.767866,0.072836,0.138223,0.089582,0.001759,0.012046,-26.697393,2.218475,0.583135,-0.067710,-0.022826,0.483800,0.222888,0.360333,0.126821,-0.010764,-0.043078,0.161806,-0.109291,0.021832,0.002598,0.017351,0.017043,0.009748,0.006475,0.020127,0.025401,0.045183,0.008540,0.044318,0.253326,0.069170,0.005676,0.011611,0.228598,0.013532,0.016410,0.044171,0.000747,0.003415,1.140396,0.244369,0.091640,0.059589,0.089255,0.085552,0.063630,0.044040,0.043105,0.026017,0.032254,0.037957,0.061049,0.011805,0.001579,0.006443,0.008293,0.005740,0.002380,0.012424,0.009598,0.015657,0.005155,0.018573,0.062404,0.015115,door
0.016099,0.016858,2.862431,0.078501,0.164436,0.045128,0.003086,0.006611,-27.804809,2.527626,0.275113,0.010040,-0.078145,0.433033,0.172607,0.349925,-0.039209,0.103517,0.005736,0.137243,0.150050,0.017052,0.001955,0.018973,0.015290,0.011647,0.005244,0.024282,0.030672,0.032430,0.003504,0.044077,0.172535,0.048893,0.004544,0.012449,0.201995,0.018380,0.026110,0.020995,0.001084,0.003805,1.513425,0.225556,0.118267,0.095803,0.047565,0.067623,0.076836,0.059883,0.053566,0.056054,0.064715,0.025809,0.042670,0.007471,0.001508,0.007834,0.006017,0.005498,0.002319,0.016809,0.013178,0.016584,0.002041,0.016690,0.075393,0.017046,door
0.050036,0.001568,2.755296,0.097919,0.142598,0.570557,0.000506,0.105285,-25.461571,1.698524,0.279799,0.165447,0.129502,0.187104,-0.008692,0.200087,-0.108975,-0.124156,0.136312,0.018189,-0.093462,0.006793,0.006770,0.006542,0.009232,0.016976,0.009467,0.008182,0.014304,0.006493,0.073240,0.019878,0.006945,0.019807,0.008679,0.001054,0.363405,0.010484,0.015418,0.229886,0.000108,0.034568,1.089464,0.347773,0.069038,0.102064,0.125459,0.041820,0.034355,0.035844,0.086024,0.021239,0.062513,0.036818,0.043610,0.003776,0.003388,0.001570,0.001780,0.008094,0.003954,0.003202,0.005386,0.001435,0.019799,0.007507,0.001971,0.004572,door
0.018501,0.019730,2.851380,0.069159,0.136490,0.063319,0.001802,0.011493,-26.121600,2.613923,0.630519,0.010518,-0.211104,0.294677,-0.071852,0.194300,-0.059469,0.021764,0.042116,0.176293,-0.014800,0.020236,0.001626,0.017167,0.017644,0.022168,0.007848,0.016422,0.024202,0.052788,0.007213,0.047474,0.242102,0.066113,0.005039,0.013747,0.204350,0.013707,0.022056,0.029742,0.000564,0.002145,1.063569,0.267307,0.083227,0.052658,0.130540,0.056540,0.111230,0.041219,0.091122,0.040446,0.030735,0.051334,0.027745,0.012191,0.000653,0.006470,0.007529,0.011920,0.003557,0.012394,0.010892,0.032523,0.002671,0.019133,0.064421,0.016113,door
0.020424,0.017320,2.920537,0.071510,0.132241,0.097977,0.001724,0.013232,-26.218866,2.234866,0.638464,-0.158150,-0.068950,0.325219,0.038496,0.139424,0.084079,0.084642,0.083844,0.174216,-0.019406,0.021145,0.002615,0.014695,0.015545,0.010709,0.005210,0.026352,0.021473,0.032607,0.009029,0.038710,0.265718,0.072620,0.004839,0.012471,0.196367,0.011212,0.015681,0.037876,0.000493,0.002693,0.933503,0.189432,0.062735,0.069676,0.057146,0.048502,0.065972,0.049815,0.038001,0.033375,0.061492,0.045161,0.047294,0.006485,0.000884,0.004210,0.005193,0.005494,0.001795,0.016588,0.009643,0.021603,0.002556,0.010940,0.045762,0.010518,door
0.020540,0.016036,2.418924,0.084260,0.140619,0.107498,0.002622,0.002794,-26.136377,0.950385,1.232027,0.566220,0.132188,0.178030,0.107195,0.258387,-0.019689,-0.037044,-0.085973,0.194949,-0.034152,0.016766,0.000425,0.035747,0.060900,0.008300,0.002552,0.021846,0.072389,0.003495,0.002258,0.032134,0.010212,0.025108,0.009791,0.006938,0.249073,0.013405,0.010671,0.059944,0.001226,0.000688,0.984358,0.154604,0.105847,0.076758,0.047510,0.034674,0.037775,0.067042,0.057864,0.041842,0.041024,0.035049,0.068148,0.014378,0.000146,0.011628,0.011963,0.004971,0.001069,0.011341,0.009979,0.002341,0.001628,0.012615,0.005426,0.001831,door
0.008920,0.033162,2.922013,0.075483,0.152380,0.032436,0.002852,0.002342,-25.600739,1.642912,0.957697,0.342947,0.247204,0.316133,0.000706,0.113996,-0.002969,0.064172,-0.140552,0.161986,-0.034551,0.040320,0.000238,0.024689,0.045498,0.002039,0.003250,0.020358,0.103064,0.002966,0.000423,0.020308,0.019958,0.030433,0.006850,0.013550,0.175281,0.009604,0.014986,0.014217,0.001504,0.000348,0.758286,0.121179,0.111336,0.059367,0.035982,0.014229,0.035571,0.051416,0.026318,0.041770,0.048685,0.064546,0.057222,0.017370,0.000109,0.013513,0.015690,0.001780,0.002546,0.011615,0.016519,0.002207,0.000261,0.009589,0.008989,0.003688,door
0.008817,0.019151,2.851014,0.066987,0.135344,0.029103,0.003014,0.002634,-26.866698,1.749301,0.894256,0.524154,0.165483,0.255371,0.029461,0.143486,0.020399,0.016998,-0.067673,0.045620,0.009911,0.057127,0.000532,0.028526,0.075022,0.009291,0.004143,0.044133,0.090942,0.006995,0.000716,0.014777,0.024353,0.033465,0.004451,0.008270,0.137113,0.013800,0.018739,0.014824,0.001098,0.000087,0.627227,0.184384,0.066365,0.062577,0.062999,0.067398,0.044403,0.059838,0.029704,0.045132,0.039461,0.046258,0.035160,0.016293,0.000189,0.010856,0.015841,0.003309,0.001955,0.015361,0.012994,0.002588,0.000355,0.006224,0.008738,0.003369,door
0.029097,0.013305,2.880165,0.090291,0.136084,0.167819,0.002115,0.031400,-25.573152,1.566692,-0.513589,0.415301,-0.104086,-0.015652,0.119483,0.042846,0.295876,0.403105,0.126961,0.065385,0.201620,0.029831,0.000725,0.017799,0.029062,0.016014,0.005462,0.070794,0.002982,0.014545,0.004376,0.037048,0.028595,0.023338,0.008455,0.012418,0.148541,0.011482,0.015200,0.093463,0.001055,0.015491,0.936505,0.339258,0.121976,0.080562,0.123782,0.158684,0.045056,0.104210,0.088940,0.100554,0.058097,0.056767,0.060285,0.012652,0.000299,0.008021,0.015114,0.008292,0.002936,0.041753,0.001260,0.005938,0.003291,0.007919,0.022901,0.010599,door
0.007543,0.013856,2.799850,0.095078,0.209430,0.016255,0.004486,0.002050,-28.581488,2.272030,0.555808,0.449530,0.130977,0.233906,-0.026627,0.188549,-0.020773,-0.015764,-0.048586,0.084345,-0.000957,0.002163,0.000188,0.013638,0.067180,0.004248,0.003406,0.016591,0.007466,0.011148,0.001549,0.014734,0.005159,0.021109,0.001458,0.010886,0.201671,0.006736,0.017585,0.011788,0.001348,0.000222,1.115141,0.219886,0.148163,0.103264,0.073048,0.040594,0.067562,0.065584,0.056552,0.029214,0.083673,0.042820,0.033912,0.001153,0.000087,0.005374,0.018955,0.001124,0.000840,0.008407,0.001282,0.005570,0.000609,0.004294,0.001853,0.005216,door
0.020519,0.016736,2.730352,0.086006,0.152139,0.090252,0.002156,0.008620,-25.618056,2.023561,0.678348,0.096868,-0.018958,0.446029,0.173165,0.159536,0.195371,0.058103,-0.051612,0.207459,-0.018161,0.018781,0.002166,0.018014,0.008726,0.010170,0.010004,0.018164,0.029912,0.069611,0.004036,0.054763,0.247163,0.069976,0.006359,0.011588,0.226510,0.018364,0.026760,0.041907,0.000876,0.003083,1.164177,0.270711,0.086840,0.097195,0.118973,0.068480,0.071928,0.055067,0.042839,0.052135,0.028434,0.090562,0.039965,0.007680,0.001063,0.005518,0.004523,0.008236,0.004484,0.017913,0.013716,0.041692,0.001637,0.028516,0.075780,0.018041,door
0.006391,0.017047,2.524994,0.060788,0.152299,0.051461,0.012224,0.006567,-25.442005,2.927293,0.091047,0.762188,0.045569,0.331966,-0.089157,0.188485,-0.009746,-0.062909,-0.129298,-0.171293,-0.074854,0.002991,0.000962,0.033403,0.003699,0.007444,0.001203,0.018131,0.099218,0.007919,0.001541,0.021139,0.023751,0.030426,0.004320,0.007904,0.098781,0.012764,0.013269,0.080392,0.004238,0.007926,1.482408,0.424769,0.134456,0.171963,0.066880,0.105169,0.101782,0.096009,0.063092,0.040058,0.059723,0.056072,0.067252,0.002375,0.000440,0.012010,0.003308,0.006201,0.000740,0.017938,0.021281,0.006908,0.001170,0.013691,0.019387,0.003250,door
0.011557,0.017557,2.770098,0.072971,0.133347,0.073280,0.003149,0.006249,-26.405157,1.754318,0.856258,0.838382,0.111671,0.083591,0.293875,0.394349,-0.191776,-0.111479,0.087261,-0.056607,-0.041746,0.012587,0.003116,0.023792,0.002078,0.003150,0.001413,0.013406,0.045027,0.007628,0.004252,0.046302,0.240729,0.065929,0.004325,0.010482,0.228932,0.015108,0.013083,0.050832,0.001285,0.006545,1.119719,0.361441,0.104643,0.060856,0.109211,0.110436,0.055073,0.103754,0.074744,0.065837,0.045241,0.057341,0.030739,0.006383,0.000873,0.009331,0.000864,0.001882,0.000795,0.005592,0.015627,0.006055,0.001636,0.020244,0.061422,0.015240,door
0.014546,0.015438,2.647796,0.100142,0.167728,0.120477,0.004375,0.029926,-28.303949,0.543773,-0.096906,0.781711,-0.177653,0.324011,0.162422,0.009471,-0.084755,-0.039482,0.083374,0.058703,-0.080182,0.002921,0.000878,0.028991,0.002620,0.002681,0.002112,0.006154,0.049073,0.018247,0.002662,0.034339,0.002913,0.019727,0.005014,0.014752,0.269518,0.013223,0.027813,0.054250,0.003195,0.010940,1.926066,0.642055,0.215793,0.084777,0.116570,0.150439,0.084370,0.085730,0.085941,0.087772,0.043164,0.068388,0.059282,0.001195,0.000690,0.009219,0.002141,0.003245,0.001900,0.005777,0.021819,0.006731,0.003572,0.016601,0.001850,0.004821,door
0.005103,0.073867,2.706450,0.098292,0.177985,0.080774,0.010100,0.011780,-28.195281,1.411335,0.174988,0.682142,0.122231,0.138359,0.000952,0.200275,0.071355,0.059491,0.080980,0.033077,0.023522,0.002929,0.000425,0.036452,0.001560,0.001354,0.001491,0.004303,0.018536,0.003959,0.000956,0.094212,0.002782,0.027417,0.002324,0.063697,0.341821,0.024664,0.033074,0.082995,0.009425,0.015015,2.453960,0.504202,0.190125,0.211365,0.128454,0.077550,0.060735,0.103255,0.074383,0.097978,0.095620,0.069060,0.049374,0.002081,0.000468,0.011228,0.001174,0.001197,0.001222,0.003019,0.008890,0.002307,0.001094,0.020163,0.002525,0.004014,door
0.007165,0.056306,2.696684,0.103398,0.186504,0.072104,0.009170,0.005911,-28.483447,1.342976,0.161488,0.649101,0.166587,0.061929,0.019603,0.218338,0.029905,0.031278,0.098229,0.018457,0.029169,0.003859,0.000340,0.037596,0.002383,0.002245,0.000931,0.004903,0.021760,0.004904,0.000702,0.091065,0.003451,0.027667,0.003421,0.050777,0.366046,0.017071,0.019894,0.042885,0.003657,0.006375,2.821450,0.606524,0.168513,0.155532,0.076871,0.092087,0.058606,0.056931,0.051968,0.073505,0.074947,0.039799,0.064963,0.002807,0.000246,0.012248,0.001811,0.001894,0.000531,0.003416,0.014072,0.005242,0.000462,0.022557,0.003511,0.004435,door
0.012864,0.023833,2.229827,0.081758,0.139877,0.062904,0.001407,0.006100,-23.618666,1.702313,-0.451613,0.549024,0.225807,0.140699,-0.111027,-0.177772,0.189951,0.194056,0.209262,0.055683,0.279314,0.037437,0.000456,0.035169,0.044630,0.010682,0.002822,0.054441,0.005249,0.012993,0.005513,0.034826,0.020665,0.019318,0.001958,0.016663,0.386281,0.009954,0.019491,0.016731,0.000822,0.003089,1.337526,0.295065,0.143557,0.088557,0.157676,0.166351,0.012945,0.040847,0.059288,0.048839,0.120985,0.073220,0.079670,0.017627,0.000160,0.008441,0.014601,0.004497,0.000989,0.008805,0.002525,0.005475,0.001546,0.006432,0.005265,0.002074,door
0.024263,0.005479,2.416195,0.122104,0.221704,0.043850,0.002896,0.011321,-26.407686,2.188297,0.114853,0.566244,-0.119850,0.199748,-0.050086,0.240937,-0.003963,-0.002778,0.045791,-0.070882,-0.050290,0.042537,0.001395,0.034396,0.018757,0.017747,0.009899,0.026990,0.038081,0.022906,0.009438,0.055066,0.182777,0.052817,0.004984,0.004820,0.567908,0.060026,0.079319,0.015421,0.002330,0.009448,3.325750,0.418027,0.145591,0.164807,0.098408,0.130608,0.114108,0.183800,0.138919,0.107834,0.116483,0.084064,0.104881,0.017164,0.000986,0.018890,0.014479,0.016594,0.008029,0.015255,0.022118,0.012587,0.007955,0.029737,0.068399,0.017343,steps
0.029118,0.003325,2.461253,0.143759,0.246249,0.064786,0.003605,0.011284,-27.521854,2.153366,0.113122,0.378787,-0.043367,0.350477,0.010907,0.169717,-0.017018,0.006074,0.133593,0.016076,-0.043893,0.037639,0.002664,0.027877,0.013848,0.017862,0.008382,0.015808,0.037958,0.015036,0.006300,0.031206,0.251707,0.068543,0.004120,0.003405,0.664518,0.063157,0.077785,0.036846,0.003293,0.009170,3.070731,0.669177,0.258516,0.133081,0.135586,0.164634,0.074486,0.111883,0.133879,0.163649,0.095027,0.135622,0.104528,0.010418,0.002617,0.009048,0.010640,0.016495,0.007135,0.010686,0.019916,0.011327,0.006128,0.013980,0.134844,0.036830,steps
0.027986,0.008665,2.352773,0.115800,0.195462,0.091501,0.002523,0.013701,-26.001445,1.856132,0.137359,0.422971,0.199975,0.388987,-0.067135,0.056142,-0.019014,-0.027358,-0.016287,0.136401,0.064396,0.024591,0.001977,0.054829,0.055523,0.057479,0.022263,0.016951,0.041629,0.010529,0.025255,0.026083,0.021627,0.027554,0.005266,0.003416,0.425918,0.055439,0.072061,0.033715,0.002100,0.009666,2.804114,0.390821,0.149131,0.146665,0.224539,0.172848,0.129369,0.093177,0.123894,0.157550,0.098630,0.123150,0.097468,0.015593,0.001299,0.018638,0.024499,0.032272,0.013706,0.007391,0.023486,0.005789,0.010175,0.015330,0.009646,0.004711,steps
0.025129,0.006123,2.102478,0.095265,0.196432,0.034853,0.003016,0.019222,-25.627512,3.186157,-0.690366,0.097286,-0.451902,0.259539,0.001913,0.184392,0.178291,0.070370,-0.089792,0.033065,0.028808,0.022400,0.003146,0.050677,0.072634,0.085003,0.037831,0.010574,0.041998,0.010445,0.008481,0.019677,0.016969,0.033392,0.006496,0.005405,0.565613,0.044501,0.053037,0.026986,0.001540,0.010490,1.758538,0.690693,0.374551,0.185855,0.239635,0.209308,0.120580,0.082914,0.126404,0.133244,0.136565,0.118346,0.152212,0.013992,0.002212,0.038838,0.062754,0.063293,0.028214,0.006748,0.025102,0.005725,0.005199,0.006045,0.005282,0.016713,steps
0.015269,0.002375,2.386661,0.093825,0.187988,0.031775,0.004362,0.018955,-27.073442,2.369920,-0.194531,0.439254,0.077716,0.343351,0.215564,0.149421,-0.000148,0.042600,-0.044002,-0.132606,-0.126559,0.036181,0.003913,0.029427,0.020147,0.016598,0.014362,0.019943,0.022685,0.015335,0.010568,0.038931,0.210761,0.057819,0.002661,0.001744,0.604406,0.039627,0.064995,0.011857,0.003732,0.014095,2.974794,0.347681,0.323891,0.200998,0.154262,0.136530,0.148262,0.113336,0.061719,0.067972,0.119649,0.142898,0.092512,0.014569,0.002728,0.010163,0.012124,0.009274,0.006335,0.006822,0.010915,0.007464,0.007673,0.013910,0.149970,0.039691,steps
0.023253,0.004160,2.196489,0.082609,0.167770,0.038055,0.004331,0.023409,-25.144358,2.361597,-0.184490,0.795393,-0.167344,0.327103,0.175370,0.114639,-0.002086,-0.031796,-0.034376,-0.044595,-0.025586,0.020870,0.009781,0.021286,0.016359,0.045110,0.028775,0.016024,0.038735,0.012653,0.010212,0.029690,0.089162,0.030805,0.004494,0.002004,0.574784,0.036806,0.057422,0.013094,0.004691,0.012581,2.598140,0.406066,0.200767,0.173648,0.096067,0.121553,0.123572,0.134574,0.096836,0.094071,0.090125,0.159066,0.083970,0.007518,0.004662,0.007234,0.006324,0.020045,0.012881,0.006949,0.022439,0.006369,0.007312,0.011781,0.047917,0.013372,steps
